Speed (km/h),Acceleration (m/sｲ),Braking intensity (%),Cornering speed (km/h),Driver Behavior rating
40.33,0.44,97.61,26.41,2.00
101.04,4.33,62.61,26.04,3.00
62.72,3.22,66.65,29.79,4.00
101.93,8.44,47.40,31.44,9.00
59.83,5.90,43.61,31.02,5.00
106.95,6.65,45.14,39.17,9.00
97.83,7.30,40.68,41.92,10.00
75.93,9.20,79.25,19.27,7.00
63.55,6.91,89.40,28.37,7.00
87.34,5.24,82.40,26.92,9.00
109.55,6.54,49.89,35.74,7.00
127.39,7.66,84.95,20.18,9.00
55.57,5.10,60.99,27.10,5.00
55.83,2.33,84.58,18.48,1.00
84.73,4.53,55.89,27.40,7.00
121.08,3.74,52.82,27.32,7.00
62.83,6.61,80.55,20.86,6.00
64.33,3.90,60.56,34.94,2.00
62.40,3.52,94.55,26.29,1.00
80.44,4.58,43.92,35.32,4.00
91.82,3.71,83.44,28.72,3.00
78.42,4.50,45.39,18.56,7.00
72.13,4.89,51.53,22.99,2.00
83.42,4.44,52.80,31.42,6.00
125.12,4.88,73.39,30.52,7.00
58.78,8.05,58.61,34.43,6.00
67.34,7.67,83.44,26.28,4.00
49.70,5.92,62.07,26.37,6.00
101.42,7.78,50.66,35.24,9.00
83.81,4.36,83.93,24.92,1.00
66.92,3.82,79.25,10.17,1.00
117.50,8.46,56.30,24.67,10.00
65.24,0.66,59.17,12.98,1.00
132.46,9.78,77.24,37.85,10.00
97.04,4.81,50.10,22.26,1.00
101.67,3.48,85.28,26.87,3.00
116.90,4.50,58.79,35.92,4.00
97.63,4.24,91.14,21.80,2.00
96.60,3.83,71.14,20.79,1.00
62.45,1.98,70.79,20.33,1.00
99.25,4.50,53.15,22.98,2.00
116.87,4.38,92.28,27.03,5.00
108.72,3.12,74.47,30.78,8.00
84.85,9.05,61.14,30.17,9.00
110.26,6.39,53.84,31.97,9.00
86.53,5.70,70.02,32.88,5.00
64.13,4.18,85.50,25.00,3.00
51.38,3.75,77.82,27.06,5.00
86.91,3.04,73.99,18.39,4.00
77.47,4.58,73.47,22.34,3.00
92.43,7.50,54.71,34.32,10.00
94.72,4.92,43.96,37.64,8.00
71.93,1.51,75.44,23.04,2.00
93.53,6.50,76.84,26.19,8.00
78.13,5.31,52.67,19.95,6.00
90.94,7.75,69.55,26.73,9.00
82.27,4.69,57.53,14.26,1.00
89.91,2.06,88.50,31.73,2.00
100.75,9.06,68.78,28.99,8.00
59.01,4.85,91.50,25.86,6.00
115.86,5.85,87.90,23.60,8.00
100.82,6.61,43.57,39.68,10.00
115.38,5.12,77.80,35.77,7.00
66.20,0.97,91.20,26.14,1.00
91.31,6.41,71.94,25.25,9.00
97.71,5.80,58.26,29.25,6.00
74.95,0.62,89.14,17.35,1.00
44.54,3.20,67.88,21.01,2.00
62.63,4.85,78.30,24.47,5.00
107.42,5.38,58.90,29.54,3.00
116.98,4.70,44.76,23.77,7.00
84.03,5.42,54.28,25.65,8.00
91.23,4.41,92.59,31.77,4.00
114.44,5.30,55.89,28.61,8.00
90.64,7.21,63.92,24.01,7.00
84.18,4.45,91.56,23.13,5.00
85.41,5.65,65.12,27.24,10.00
74.86,2.98,80.60,24.79,3.00
121.96,4.91,76.17,23.09,6.00
80.86,8.24,65.63,25.71,10.00
106.83,7.97,74.41,21.20,8.00
94.18,3.26,86.91,36.85,5.00
85.98,5.67,85.03,20.49,4.00
66.31,4.16,57.11,25.39,1.00
42.70,2.22,90.06,20.21,3.00
49.02,2.27,81.15,26.51,1.00
115.68,5.28,66.06,18.21,5.00
71.96,4.41,84.95,30.85,5.00
78.81,3.52,79.94,25.90,2.00
84.25,2.20,74.14,20.58,3.00
94.96,8.34,78.89,27.70,8.00
90.87,6.38,75.48,26.86,8.00
84.23,3.31,86.60,21.87,1.00
46.80,1.35,96.58,27.91,1.00
69.51,2.89,72.79,23.97,3.00
80.38,5.89,49.85,40.06,7.00
98.15,7.02,68.47,21.95,5.00
95.49,3.59,42.07,25.12,5.00
48.16,4.99,56.26,30.11,4.00
117.72,6.52,44.65,27.90,4.00
44.32,5.25,87.71,20.49,3.00
116.32,8.31,70.37,29.86,10.00
74.36,6.94,58.81,27.53,10.00
93.63,3.51,67.70,19.14,1.00
78.39,10.17,75.32,26.49,10.00
78.50,4.80,92.15,30.98,6.00
91.90,8.16,80.09,30.52,10.00
95.72,9.71,65.86,34.69,9.00
52.23,4.16,54.86,22.65,1.00
113.43,8.30,70.42,31.86,8.00
82.72,10.27,61.89,31.87,9.00
89.10,7.38,72.90,20.73,6.00
111.51,5.88,71.03,27.62,8.00
96.46,5.66,58.97,25.07,6.00
55.77,2.10,77.55,28.81,1.00
85.22,3.23,76.72,29.51,1.00
73.69,5.27,58.63,35.83,6.00
95.33,4.55,83.35,22.57,6.00
54.62,4.69,63.65,33.87,3.00
113.03,6.26,77.85,25.48,6.00
52.24,3.04,80.09,17.74,1.00
84.24,9.41,44.41,41.44,10.00
72.51,5.31,75.73,39.09,7.00
84.63,8.68,64.46,25.72,9.00
95.14,4.77,64.51,33.18,3.00
77.56,3.71,66.10,18.18,2.00
115.26,7.39,84.23,22.09,8.00
90.08,4.16,77.08,31.73,3.00
105.96,5.89,83.05,23.75,6.00
68.13,3.43,75.69,27.18,6.00
95.11,3.61,80.62,19.30,3.00
70.23,7.84,52.09,31.95,8.00
100.43,7.36,58.22,28.91,9.00
85.33,6.38,45.73,25.33,10.00
74.89,5.51,67.77,15.47,4.00
88.40,2.96,81.16,20.52,2.00
126.64,5.53,64.18,29.93,7.00
62.87,6.34,97.59,26.42,2.00
90.02,3.76,60.75,32.21,6.00
79.62,3.73,51.30,31.80,8.00
91.57,3.22,77.51,40.16,8.00
99.37,5.94,80.80,22.14,5.00
69.20,2.72,86.98,23.96,2.00
74.80,4.23,44.56,28.10,7.00
89.14,0.64,54.68,22.15,1.00
75.64,0.53,59.58,27.80,1.00
65.93,3.75,68.04,29.33,2.00
75.20,6.41,50.81,24.10,8.00
81.20,5.75,71.30,30.52,3.00
72.30,2.91,91.43,15.01,1.00
112.08,6.62,69.80,36.43,7.00
103.89,7.97,49.69,32.86,10.00
62.41,5.12,80.96,20.37,5.00
96.87,5.07,75.43,33.19,4.00
49.85,3.37,61.33,27.20,6.00
104.23,2.95,96.91,31.91,3.00
76.50,1.97,74.83,24.35,2.00
57.12,3.98,45.21,34.17,6.00
98.57,8.05,44.61,30.15,9.00
82.47,6.03,78.89,24.80,3.00
92.47,1.72,77.43,33.45,3.00
83.16,8.65,67.53,32.68,10.00
78.80,9.28,70.49,40.15,9.00
88.83,9.28,66.44,27.02,8.00
51.10,2.50,60.08,23.32,5.00
76.68,4.84,87.34,28.77,3.00
90.16,2.42,71.44,20.95,2.00
93.77,4.05,57.97,35.68,3.00
90.14,4.12,58.04,23.85,7.00
54.91,3.88,72.01,24.66,3.00
64.93,4.31,64.22,21.67,6.00
67.61,6.90,69.77,36.32,6.00
51.12,3.66,87.55,16.18,3.00
119.38,5.49,81.26,19.86,4.00
72.76,9.89,60.93,23.02,10.00
73.71,5.04,60.05,28.93,2.00
58.46,0.39,77.63,25.70,2.00
68.12,6.16,97.83,20.70,5.00
66.70,4.71,43.83,25.57,7.00
121.97,7.86,59.22,24.31,10.00
133.02,8.43,59.23,26.31,10.00
104.78,3.64,67.89,28.08,2.00
74.92,5.40,59.46,29.04,10.00
81.75,6.12,53.12,39.13,8.00
85.01,6.04,56.92,20.43,7.00
103.66,6.17,63.52,34.51,5.00
90.26,7.22,80.32,16.87,5.00
122.07,8.06,59.78,35.11,9.00
103.33,3.10,57.25,26.46,4.00
64.43,4.69,82.71,32.60,1.00
52.61,7.09,94.96,13.75,3.00
79.75,5.55,71.99,22.31,7.00
80.06,6.93,49.80,19.43,7.00
74.60,8.65,43.13,29.07,9.00
57.07,5.44,44.42,34.72,5.00
93.49,5.74,55.39,29.82,3.00
99.36,5.05,84.27,22.04,3.00
70.50,5.64,78.46,24.87,6.00
89.72,3.88,70.35,33.41,8.00
109.49,6.62,64.46,26.58,3.00
79.75,3.69,85.58,21.43,2.00
66.99,7.80,61.95,19.62,5.00
107.76,5.74,85.84,22.18,3.00
129.48,4.18,71.16,24.37,8.00
68.73,4.52,59.57,27.50,3.00
113.30,4.52,67.26,19.80,4.00
100.73,9.38,83.06,26.17,10.00
119.90,5.67,73.43,35.52,9.00
115.43,7.95,75.80,39.77,10.00
120.93,4.73,64.64,29.78,9.00
66.41,3.16,66.23,12.63,2.00
65.50,3.88,66.47,26.58,4.00
105.51,4.93,89.41,32.96,6.00
82.81,6.99,74.92,26.39,7.00
70.58,3.43,65.38,19.63,6.00
112.99,5.66,79.41,27.11,9.00
76.98,8.10,67.19,41.99,8.00
110.00,2.62,62.68,31.13,5.00
63.50,4.84,69.02,17.51,3.00
65.73,5.24,75.26,19.85,2.00
107.39,7.33,61.44,37.26,7.00
73.47,4.67,61.91,17.22,1.00
96.17,5.69,86.94,38.76,7.00
104.36,4.94,66.64,24.06,1.00
121.20,4.50,50.46,31.70,8.00
74.64,4.97,80.86,28.26,7.00
110.04,6.85,67.15,37.27,8.00
103.55,9.87,74.37,33.11,10.00
72.37,0.61,58.49,26.04,1.00
76.75,2.94,60.64,18.65,2.00
60.20,8.72,63.52,21.54,8.00
102.62,8.45,52.30,28.02,8.00
85.22,5.79,97.49,28.24,3.00
71.93,5.76,74.32,31.18,5.00
86.12,7.83,45.10,21.99,5.00
69.19,1.29,87.51,20.94,1.00
75.14,6.84,76.31,32.83,4.00
94.50,1.48,72.71,13.37,1.00
88.66,2.57,75.02,28.01,3.00
79.30,5.99,66.33,22.66,4.00
49.15,0.87,97.75,16.56,1.00
58.91,6.29,68.08,21.54,7.00
90.58,8.67,58.30,27.03,8.00
104.12,4.99,66.18,23.65,3.00
83.40,4.79,100.25,30.09,1.00
50.04,6.15,80.98,15.14,5.00
90.34,3.17,99.91,16.40,1.00
68.55,5.93,71.31,31.23,9.00
52.68,4.44,92.51,30.57,4.00
50.69,3.08,76.57,18.80,3.00
68.73,4.55,48.11,21.72,4.00
91.66,6.00,64.07,33.04,8.00
103.21,3.12,72.08,20.40,1.00
76.18,6.44,73.62,23.66,9.00
111.04,9.25,43.55,35.88,10.00
91.19,4.10,78.28,19.75,3.00
75.55,6.48,61.75,31.96,9.00
114.92,4.90,71.35,34.36,9.00
94.36,5.24,66.65,19.28,1.00
117.83,6.97,42.30,37.95,8.00
66.79,5.68,96.89,26.25,1.00
80.53,5.61,53.04,33.29,8.00
53.24,2.53,87.03,30.75,2.00
86.86,6.88,41.62,34.45,10.00
49.49,3.43,67.99,23.70,1.00
114.03,5.07,54.41,20.63,6.00
65.95,5.09,59.96,13.80,2.00
112.42,3.48,54.33,25.98,7.00
76.95,2.92,80.86,30.10,1.00
71.93,7.61,83.40,27.15,8.00
89.06,8.33,61.36,25.18,10.00
85.80,3.38,64.70,19.89,7.00
97.25,8.46,46.42,34.62,9.00
75.88,6.96,43.95,32.48,9.00
77.28,4.77,64.06,28.31,6.00
88.51,6.26,83.88,24.42,4.00
108.98,2.97,88.62,23.25,1.00
59.13,2.51,55.84,37.90,5.00
107.78,7.53,55.23,24.45,8.00
77.48,5.99,55.37,30.44,8.00
79.67,4.02,73.64,28.30,4.00
61.50,3.14,62.09,27.37,2.00
127.44,7.74,61.06,26.90,10.00
74.76,0.44,96.76,18.48,1.00
98.12,4.41,92.71,19.49,5.00
106.98,7.68,55.05,30.97,8.00
81.36,5.69,72.10,33.18,2.00
85.03,8.56,43.78,33.69,7.00
100.46,5.46,53.15,23.80,7.00
84.81,7.01,69.98,24.61,6.00
105.50,7.11,83.60,32.65,7.00
116.31,9.65,66.95,32.16,8.00
71.38,1.16,64.44,21.98,2.00
52.77,1.55,44.28,24.40,3.00
112.70,9.41,65.84,28.48,10.00
117.29,7.16,75.01,34.57,9.00
99.65,7.80,66.34,32.17,9.00
98.92,8.39,77.65,42.26,10.00
97.24,6.85,60.02,18.87,5.00
93.60,3.53,57.82,22.12,5.00
95.70,5.00,96.69,24.34,1.00
79.55,3.59,69.06,31.24,2.00
98.27,5.56,80.17,22.85,4.00
67.73,2.19,69.81,13.43,2.00
81.20,2.57,91.24,27.46,6.00
100.46,2.84,59.19,27.01,5.00
103.26,7.89,78.12,24.50,6.00
62.11,2.33,88.09,19.18,3.00
60.73,5.45,74.78,21.33,4.00
100.24,1.67,67.12,26.19,4.00
69.25,7.21,41.96,27.58,9.00
75.07,4.97,82.14,27.30,4.00
105.53,7.02,77.93,25.34,4.00
69.38,6.85,72.47,19.27,5.00
120.13,4.92,80.86,26.26,10.00
59.23,3.65,57.76,25.09,1.00
109.01,8.33,61.94,26.78,10.00
59.83,7.05,48.40,28.63,7.00
85.17,6.46,67.73,33.63,10.00
57.10,3.31,83.06,24.42,4.00
50.74,3.95,58.41,13.87,3.00
67.85,2.41,100.70,31.15,1.00
68.70,7.09,81.84,29.92,8.00
69.37,3.11,51.55,31.24,2.00
91.24,6.93,80.92,30.20,10.00
110.34,5.19,72.68,28.74,9.00
91.10,6.28,74.47,25.08,8.00
120.23,3.39,64.31,28.67,5.00
79.51,3.68,50.19,28.85,8.00
95.29,8.33,72.13,27.17,10.00
92.12,6.79,80.45,27.92,7.00
57.83,3.78,75.63,24.58,4.00
85.86,9.64,71.06,25.25,10.00
102.99,9.34,70.02,32.51,8.00
85.33,3.81,60.88,29.31,1.00
73.40,5.87,59.47,26.76,6.00
65.93,5.08,88.58,27.48,2.00
48.08,4.18,84.93,11.93,2.00
112.18,7.64,46.08,24.20,10.00
59.88,5.08,100.49,21.23,2.00
96.61,5.92,80.70,28.10,7.00
86.88,7.61,62.21,32.46,7.00
86.19,3.26,67.73,19.52,1.00
89.11,5.07,37.68,35.11,8.00
61.94,4.08,82.78,29.77,2.00
102.37,7.39,91.15,28.41,8.00
120.77,6.47,42.60,34.21,9.00
57.60,3.72,45.33,28.78,5.00
86.51,8.62,46.50,39.91,10.00
90.57,6.14,56.11,24.42,3.00
111.48,5.07,76.60,38.82,7.00
101.75,0.23,97.37,32.81,1.00
118.73,4.04,83.66,20.10,3.00
59.06,7.49,51.62,30.48,8.00
49.26,3.91,86.56,27.65,2.00
98.53,5.14,59.22,22.08,9.00
98.45,6.93,71.12,25.48,4.00
85.77,2.41,72.28,30.13,1.00
70.86,5.86,61.85,37.10,10.00
57.52,1.60,82.38,13.38,1.00
88.91,3.38,64.47,14.99,1.00
91.59,4.92,100.64,16.77,1.00
72.34,4.87,94.29,23.23,1.00
100.39,4.98,71.30,40.25,8.00
77.61,1.32,69.36,19.78,2.00
61.83,6.10,95.04,32.62,3.00
96.59,6.46,52.59,23.62,5.00
69.65,3.36,101.91,32.36,3.00
73.88,4.51,48.23,28.58,6.00
102.82,6.91,92.44,28.13,7.00
97.88,3.40,76.67,34.20,5.00
50.35,4.48,59.20,21.50,5.00
83.02,6.41,75.73,33.44,10.00
78.71,5.92,87.85,37.97,5.00
87.47,7.65,61.16,22.16,9.00
102.93,7.01,34.06,34.64,10.00
83.81,2.65,50.35,21.50,6.00
78.18,2.69,62.75,20.09,5.00
80.16,2.75,85.43,30.56,2.00
83.61,7.13,47.59,27.72,9.00
124.80,4.57,68.77,41.69,10.00
101.95,9.02,71.37,31.13,8.00
116.79,6.73,45.37,29.06,8.00
58.95,8.04,84.55,22.34,6.00
99.12,2.71,79.99,18.26,4.00
106.60,7.71,54.80,40.58,8.00
90.77,5.46,56.91,28.71,6.00
103.49,6.06,34.66,39.50,10.00
67.01,3.63,70.92,26.73,2.00
104.55,7.54,63.29,43.39,10.00
91.98,8.45,75.23,25.26,8.00
112.16,3.97,79.42,19.11,6.00
59.83,2.49,87.05,24.61,4.00
98.25,9.15,60.36,25.40,10.00
99.72,3.75,70.64,29.94,5.00
106.34,5.96,77.53,22.11,6.00
92.43,7.16,47.68,27.37,8.00
53.53,4.17,83.53,29.02,4.00
114.48,7.59,76.79,32.02,9.00
63.16,4.19,48.16,35.52,9.00
88.55,3.43,74.62,22.96,2.00
80.00,6.07,64.62,41.52,10.00
47.62,3.59,65.97,32.32,4.00
77.43,3.93,88.31,24.58,8.00
100.82,6.89,74.19,24.39,6.00
74.25,2.64,70.70,30.62,4.00
83.20,5.97,87.31,19.61,5.00
77.67,6.87,70.05,24.67,7.00
94.84,6.86,52.80,38.53,7.00
113.41,6.38,55.46,37.36,10.00
78.25,6.33,59.36,20.27,3.00
117.87,5.22,73.94,37.59,9.00
105.17,4.21,77.80,39.81,8.00
70.29,5.72,47.20,26.87,8.00
84.20,3.79,60.81,31.91,2.00
69.00,6.06,91.50,27.11,4.00
66.07,1.79,65.06,21.98,1.00
95.08,6.35,56.91,25.31,8.00
104.12,2.87,94.91,22.90,1.00
55.76,6.43,83.67,32.76,3.00
108.27,2.35,64.91,27.35,5.00
72.02,8.56,47.43,32.81,10.00
91.08,4.37,81.17,16.62,6.00
71.28,6.82,66.20,21.21,5.00
75.00,9.61,43.88,24.02,9.00
84.11,2.54,58.81,24.51,1.00
126.12,6.11,70.00,29.24,8.00
98.37,6.80,50.76,38.41,10.00
68.27,3.18,60.32,23.28,7.00
53.83,2.60,48.32,25.43,2.00
112.26,3.15,82.87,30.37,6.00
56.22,5.42,66.50,20.58,4.00
82.59,4.41,69.43,22.50,7.00
86.04,7.20,59.48,19.91,8.00
70.30,1.90,57.60,26.61,4.00
108.55,2.97,69.61,32.51,3.00
110.47,7.79,74.78,27.72,6.00
60.67,7.12,71.80,17.42,3.00
69.48,3.59,71.58,34.11,4.00
128.32,7.24,59.88,28.86,10.00
79.35,4.52,71.86,27.68,2.00
76.65,5.32,74.29,30.43,8.00
86.29,8.57,51.71,29.13,9.00
64.22,1.82,69.52,26.25,4.00
86.92,5.49,79.16,25.87,9.00
88.40,8.09,87.59,28.55,10.00
96.55,6.09,68.76,32.83,9.00
112.34,6.54,70.55,34.10,8.00
89.91,3.38,91.01,34.27,6.00
94.40,4.76,62.75,22.43,5.00
100.79,7.88,55.98,19.40,6.00
123.87,8.50,62.74,29.89,9.00
99.02,4.88,60.21,36.40,6.00
118.35,6.55,54.86,21.82,10.00
73.34,5.77,50.31,27.55,7.00
102.49,2.92,86.06,22.31,4.00
47.97,5.49,88.46,15.49,3.00
64.34,6.96,77.06,28.88,7.00
115.30,7.82,61.55,28.45,8.00
105.22,3.78,73.13,32.19,6.00
90.98,4.00,70.91,23.67,4.00
121.90,5.43,72.06,35.48,7.00
87.32,6.12,77.86,27.24,10.00
104.52,6.10,75.38,28.17,8.00
70.19,4.10,67.75,19.31,6.00
93.58,8.33,46.59,23.59,9.00
80.64,5.26,95.50,36.25,6.00
97.03,7.02,80.87,23.13,7.00
72.00,8.81,46.08,21.17,8.00
80.31,6.52,74.39,26.14,5.00
94.79,7.65,70.26,27.05,9.00
86.91,6.06,57.25,27.01,3.00
101.04,5.43,72.70,23.76,4.00
96.98,5.43,72.06,31.96,6.00
93.75,4.66,89.39,24.22,1.00
93.96,5.37,66.37,26.42,2.00
78.93,4.90,60.60,27.45,7.00
39.58,3.73,64.92,20.28,1.00
110.23,7.79,73.82,31.24,5.00
106.05,1.54,90.64,37.80,4.00
93.87,7.29,49.95,21.62,8.00
77.84,4.53,61.80,27.67,6.00
71.35,9.35,64.36,23.94,9.00
46.11,-0.08,54.94,16.32,1.00
80.16,4.98,77.93,39.17,7.00
55.79,3.75,91.76,14.30,2.00
116.71,6.20,68.56,39.80,9.00
69.11,6.63,34.73,30.08,10.00
60.52,6.41,47.12,37.87,8.00
100.46,9.41,73.13,25.81,8.00
101.16,6.74,58.07,22.33,10.00
73.56,6.44,54.25,32.91,9.00
122.85,5.81,70.46,31.69,9.00
110.07,6.48,42.12,32.86,9.00
107.56,8.88,37.61,37.15,9.00
107.62,3.86,58.34,25.45,6.00
61.09,4.71,59.90,21.16,3.00
105.45,5.88,64.54,19.76,5.00
104.29,3.36,80.07,30.39,3.00
84.32,7.46,89.25,24.57,6.00
115.18,8.11,43.55,22.23,10.00
81.95,4.53,72.04,35.32,8.00
69.58,4.35,67.46,20.18,3.00
72.76,9.19,40.90,31.52,9.00
113.17,2.96,73.16,23.83,5.00
100.71,7.29,82.07,38.56,9.00
125.52,6.10,50.61,42.71,8.00
115.59,6.83,43.88,34.67,10.00
77.84,4.67,52.68,26.24,5.00
95.29,4.73,72.20,24.80,8.00
92.81,8.37,72.82,21.38,9.00
78.31,3.63,74.86,34.58,2.00
73.62,7.36,75.87,28.19,9.00
70.61,4.89,59.42,27.05,7.00
108.06,9.11,88.93,28.95,9.00
66.88,4.18,87.25,21.78,1.00
76.27,8.71,71.91,18.86,8.00
68.22,5.49,64.41,38.12,10.00
93.27,6.01,88.63,32.31,10.00
66.00,4.51,68.44,14.99,2.00
74.21,5.92,90.02,27.75,8.00
80.70,8.01,60.49,22.59,8.00
119.15,5.90,60.02,34.10,8.00
68.99,3.83,85.62,28.76,5.00
119.07,4.85,57.51,28.96,9.00
94.42,5.35,63.99,38.79,6.00
78.92,8.02,61.91,26.28,9.00
90.97,8.92,72.34,23.24,8.00
72.70,4.20,57.67,28.48,7.00
92.40,6.18,78.48,17.93,2.00
104.19,5.71,67.92,30.03,7.00
75.22,1.54,72.48,24.95,2.00
79.18,4.91,66.74,25.98,7.00
67.38,5.16,76.74,26.98,2.00
81.21,4.83,62.31,27.60,9.00
86.32,3.97,93.16,27.83,1.00
61.39,5.91,93.02,22.57,4.00
112.45,5.76,54.10,24.24,9.00
74.56,4.08,50.20,27.01,7.00
60.89,7.11,49.36,34.27,5.00
103.33,5.09,88.60,31.93,4.00
56.98,3.26,65.35,24.64,1.00
87.47,3.32,58.08,25.51,2.00
64.36,4.25,56.59,23.10,3.00
90.84,4.81,62.33,21.92,7.00
70.37,8.69,82.49,38.87,6.00
80.23,8.15,65.43,28.41,5.00
124.90,6.42,50.48,34.32,9.00
105.16,4.44,76.75,35.62,3.00
118.43,6.54,73.20,32.99,10.00
72.94,6.47,48.13,24.92,9.00
125.25,5.27,56.04,39.31,9.00
94.79,6.14,54.87,18.38,6.00
80.59,5.41,98.14,36.48,2.00
112.29,3.82,70.25,19.45,5.00
96.46,4.44,77.17,25.79,3.00
93.97,3.63,68.38,24.16,1.00
77.34,6.46,61.36,31.90,5.00
55.58,3.81,60.65,22.99,5.00
124.45,7.95,69.61,33.41,8.00
54.58,3.10,94.92,27.90,1.00
97.70,4.75,49.14,28.77,10.00
69.55,5.58,54.55,33.27,3.00
95.58,3.23,74.22,28.44,2.00
68.68,5.29,40.68,36.42,9.00
93.73,4.65,80.03,24.81,6.00
113.19,7.31,54.90,33.26,7.00
113.88,4.46,48.67,27.72,7.00
97.19,5.81,72.64,25.98,7.00
63.16,6.05,57.45,24.31,2.00
105.22,3.75,85.70,28.75,6.00
82.90,6.82,52.05,21.14,5.00
121.45,6.90,50.34,29.04,7.00
63.80,7.33,71.96,26.91,8.00
83.83,8.30,82.35,27.32,6.00
75.38,6.14,79.64,26.56,8.00
97.44,6.72,91.91,35.96,5.00
59.91,5.12,94.41,10.21,1.00
64.31,5.73,82.13,27.92,6.00
82.75,7.81,70.08,25.16,8.00
102.35,5.85,52.32,16.96,5.00
97.35,4.94,64.87,27.34,7.00
109.33,5.99,44.23,28.87,10.00
97.07,6.54,86.93,27.45,7.00
123.79,4.83,50.01,32.92,10.00
90.72,4.21,95.18,28.67,2.00
84.57,2.96,72.72,34.94,5.00
89.21,7.63,70.36,21.03,9.00
84.09,3.18,79.22,38.78,5.00
109.13,5.35,60.93,29.11,6.00
73.10,2.77,100.57,29.01,1.00
99.05,5.38,43.87,36.94,8.00
111.37,6.17,48.59,27.13,8.00
49.34,5.88,86.23,22.24,4.00
49.76,2.06,67.97,20.65,3.00
106.81,2.82,74.46,16.47,5.00
94.52,4.76,100.54,26.29,2.00
90.98,8.34,51.01,36.26,8.00
74.09,4.41,73.63,28.68,7.00
61.48,6.90,95.94,29.09,2.00
58.90,4.33,45.55,18.45,5.00
101.49,5.22,67.15,38.36,10.00
110.79,9.49,88.66,35.54,10.00
79.81,4.35,59.83,37.94,5.00
71.45,7.43,61.32,25.82,9.00
63.66,7.09,70.93,27.18,5.00
96.57,6.66,71.33,21.58,10.00
98.71,4.28,86.86,23.59,1.00
79.52,4.54,70.33,33.61,2.00
69.01,7.28,53.92,21.04,5.00
106.52,5.33,54.81,18.14,8.00
83.38,5.20,63.82,21.45,5.00
46.67,4.77,73.37,18.80,3.00
91.14,7.85,55.91,21.97,7.00
106.54,6.57,43.07,27.34,5.00
51.83,4.42,81.89,18.78,5.00
99.72,7.10,68.99,27.33,6.00
59.94,2.58,67.89,15.65,4.00
95.15,4.91,71.36,26.83,5.00
99.76,4.99,88.34,16.88,3.00
72.83,6.86,70.17,23.48,6.00
73.95,5.67,47.78,33.34,8.00
62.02,4.71,47.87,28.13,3.00
85.96,4.33,88.72,34.41,6.00
96.68,5.04,57.37,33.63,9.00
53.19,4.75,88.69,21.44,1.00
71.45,6.02,62.31,30.78,5.00
63.95,2.97,69.40,25.73,4.00
56.86,1.21,54.86,19.45,3.00
86.38,5.43,69.17,30.71,3.00
114.52,5.28,61.12,30.73,6.00
76.99,5.60,88.98,34.73,10.00
101.82,7.88,68.12,35.44,9.00
100.06,5.12,79.61,23.78,8.00
96.46,5.62,75.31,33.29,6.00
87.32,5.94,48.71,21.85,6.00
88.43,5.15,54.72,37.84,6.00
61.21,3.68,72.41,27.93,2.00
86.90,7.37,79.50,36.14,6.00
94.47,4.42,84.13,30.03,4.00
112.23,4.73,47.27,26.94,7.00
65.39,2.95,68.43,21.96,2.00
86.88,5.74,76.08,24.26,5.00
109.97,5.53,73.47,29.06,10.00
102.29,6.74,65.32,32.47,4.00
63.09,2.16,55.03,19.50,4.00
50.46,4.36,66.45,25.39,1.00
89.65,4.97,88.02,18.15,2.00
137.67,8.65,51.42,21.69,10.00
73.71,6.49,60.46,40.59,7.00
110.91,2.25,92.51,21.52,2.00
121.58,3.68,67.89,31.84,6.00
121.74,6.79,70.33,30.63,10.00
80.01,4.91,79.74,32.04,7.00
101.40,2.97,68.72,35.18,4.00
86.84,7.18,76.26,22.48,9.00
105.67,6.19,67.49,26.28,9.00
130.08,8.40,46.48,32.26,9.00
75.64,6.44,87.34,22.07,6.00
111.03,6.84,80.69,27.68,10.00
65.51,8.49,63.33,37.78,7.00
73.54,3.57,93.96,31.37,3.00
103.03,1.98,67.57,24.41,3.00
82.53,6.81,65.73,28.08,10.00
87.02,8.17,63.04,30.94,10.00
76.26,4.29,61.09,32.07,5.00
85.20,6.74,56.21,28.42,9.00
90.07,3.24,106.51,27.65,1.00
113.29,8.22,50.11,35.36,10.00
78.17,4.74,69.43,29.41,7.00
88.64,3.76,44.75,32.85,4.00
94.03,4.27,100.20,32.37,1.00
72.54,4.37,52.33,27.15,9.00
80.18,6.95,69.00,27.86,6.00
116.60,6.42,46.18,30.83,10.00
129.19,8.35,53.17,25.50,9.00
86.86,7.92,77.02,29.53,6.00
72.89,7.37,48.83,26.06,8.00
95.94,7.46,68.01,34.92,8.00
61.37,2.61,88.02,18.61,1.00
71.62,4.52,56.60,21.75,5.00
82.23,6.06,94.57,23.45,2.00
100.87,6.74,67.58,32.95,7.00
67.16,6.90,44.31,33.49,8.00
95.16,8.06,88.04,34.17,6.00
43.40,4.73,90.48,26.10,3.00
124.88,6.77,44.84,30.08,10.00
85.09,2.78,67.26,28.56,1.00
108.27,2.20,80.86,31.38,1.00
95.02,7.11,77.31,32.94,4.00
102.16,5.80,67.04,29.12,2.00
98.78,4.20,90.03,22.49,3.00
93.08,4.88,50.19,36.68,10.00
60.03,1.81,97.03,28.40,2.00
107.32,3.56,86.49,25.41,2.00
67.57,9.02,61.24,33.89,7.00
103.75,2.78,66.89,31.22,4.00
